Timestamp  | Machine 0 (1 ticks/s)  | Machine 1 (3 ticks/s)  | Machine 2 (1 ticks/s) 
-------------------------------------------------------------------------------------------
14:34:33   | 0                      | 0                      |                       
14:34:34   | 1                      |                        | 0                     
14:34:35   | 2                      |                        | 1                     
14:34:36   | 1                      |                        | 1                     
14:34:37   | 1                      |                        | 1                     
14:34:38   | 2                      |                        | 1                     
14:34:39   | 3                      |                        | 1                     
14:34:40   | 4                      |                        | 1                     
14:34:41   | 6                      |                        | 1                     
14:34:42   | 6                      |                        | 2                     
14:34:43   | 7                      |                        | 2                     
14:34:44   | 8                      |                        | 2                     
14:34:45   | 10                     |                        | 2                     
14:34:46   | 9                      |                        | 2                     
14:34:47   | 8                      |                        | 2                     
14:34:48   | 7                      |                        | 2                     
14:34:49   | 7                      |                        | 2                     
14:34:50   | 6                      |                        | 1                     
14:34:51   | 7                      |                        | 0                     
14:34:52   | 6                      |                        | 1                     
14:34:53   | 7                      |                        | 2                     
14:34:54   | 7                      |                        | 1                     
14:34:55   | 7                      |                        | 1                     
14:34:56   | 7                      |                        | 0                     
14:34:57   | 7                      |                        | 0                     
14:34:58   | 7                      |                        | 1                     
14:34:59   | 6                      |                        | 2                     
14:35:00   | 6                      |                        | 1                     
14:35:01   | 5                      |                        | 0                     
14:35:02   | 4                      |                        | 0                     
14:35:03   | 3                      |                        | 0                     
14:35:04   | 2                      |                        | 0                     
14:35:05   | 3                      |                        | 2                     
14:35:06   | 3                      |                        | 1                     
14:35:07   | 3                      |                        | 1                     
14:35:08   | 3                      |                        | 0                     
14:35:09   | 4                      |                        | 1                     
14:35:10   | 3                      |                        | 2                     
14:35:11   | 4                      |                        | 2                     
14:35:12   | 4                      |                        | 4                     
14:35:13   | 4                      |                        | 4                     
14:35:14   | 3                      |                        | 4                     
14:35:15   | 3                      |                        | 5                     
14:35:16   | 4                      |                        | 5                     
14:35:17   | 5                      |                        | 7                     
14:35:18   | 6                      |                        | 8                     
14:35:19   | 6                      |                        | 8                     
14:35:20   | 7                      |                        | 8                     
14:35:21   | 7                      |                        | 9                     
14:35:22   | 7                      |                        | 9                     
14:35:23   | 7                      |                        | 9                     
14:35:24   | 7                      |                        | 10                    
14:35:25   | 7                      |                        | 11                    
14:35:26   | 9                      |                        | 12                    
14:35:27   | 10                     |                        | 13                    
14:35:28   | 12                     |                        | 12                    
14:35:29   | 11                     |                        | 13                    
