Timestamp  | Machine 0 (2 ticks/s)  | Machine 1 (3 ticks/s)  | Machine 2 (2 ticks/s) 
-------------------------------------------------------------------------------------------
11:55:06   | 2                      | 2                      | 2                     
11:55:07   | 5                      | 5                      | 4                     
11:55:08   | 8                      | 8                      | 8                     
11:55:09   | 10                     | 11                     | 10                    
11:55:10   | 12                     | 14                     | 12                    
11:55:11   | 17                     | 17                     | 17                    
11:55:12   | 19                     | 20                     | 19                    
11:55:13   | 23                     | 23                     | 23                    
11:55:14   | 25                     | 26                     | 25                    
11:55:15   | 28                     | 29                     | 28                    
11:55:16   | 32                     | 32                     | 32                    
11:55:17   | 34                     | 35                     | 34                    
11:55:18   | 38                     | 38                     | 36                    
11:55:19   | 40                     | 41                     | 40                    
11:55:20   | 41                     | 44                     | 41                    
11:55:21   | 43                     | 47                     | 43                    
11:55:22   | 45                     | 50                     | 46                    
11:55:23   | 51                     | 53                     | 48                    
11:55:24   | 54                     | 56                     | 52                    
11:55:25   | 57                     | 59                     | 57                    
11:55:26   | 59                     | 62                     | 59                    
11:55:27   | 62                     | 65                     | 61                    
11:55:28   | 64                     | 68                     | 65                    
11:55:29   | 66                     | 71                     | 69                    
11:55:30   | 69                     | 74                     | 72                    
11:55:31   | 75                     | 76                     | 74                    
11:55:32   | 77                     | 79                     | 78                    
11:55:33   | 79                     | 82                     | 81                    
11:55:34   | 81                     | 85                     | 84                    
11:55:35   | 84                     | 88                     | 86                    
11:55:36   | 87                     | 91                     | 88                    
11:55:37   | 89                     | 94                     | 92                    
11:55:38   | 91                     | 97                     | 94                    
11:55:39   | 99                     | 100                    | 96                    
11:55:40   | 101                    | 103                    | 98                    
11:55:41   | 103                    | 106                    | 100                   
11:55:42   | 108                    | 109                    | 102                   
11:55:43   | 111                    | 112                    | 111                   
11:55:44   | 114                    | 115                    | 114                   
11:55:45   | 116                    | 118                    | 116                   
11:55:46   | 118                    | 121                    | 118                   
11:55:47   | 121                    | 124                    | 123                   
11:55:48   | 126                    | 127                    | 125                   
11:55:49   | 129                    | 130                    | 129                   
11:55:50   | 131                    | 133                    | 132                   
11:55:51   | 135                    | 136                    | 134                   
11:55:52   | 137                    | 139                    | 138                   
11:55:53   | 139                    | 142                    | 140                   
11:55:54   | 144                    | 145                    | 144                   
11:55:55   | 146                    | 148                    | 146                   
11:55:56   | 148                    | 151                    | 150                   
11:55:57   | 151                    | 154                    | 153                   
11:55:58   | 154                    | 157                    | 155                   
11:55:59   | 158                    | 160                    | 159                   
11:56:00   | 160                    | 163                    | 161                   
11:56:01   | 162                    | 166                    | 164                   
11:56:02   | 164                    | 169                    | 166                   
11:56:03   | 166                    | 172                    | 168                   
11:56:04   | 172                    | 173                    | 169                   
