Timestamp  | Machine 0 (54 ticks/s)  | Machine 1 (91 ticks/s)  | Machine 2 (23 ticks/s) 
----------------------------------------------------------------------------------------------
14:26:36   | 43                      | 45                      | 36                     
14:26:37   | 114                     | 119                     | 97                     
14:26:38   | 195                     | 194                     | 183                    
14:26:39   | 269                     | 270                     | 259                    
14:26:40   | 344                     | 344                     | 334                    
14:26:41   | 416                     | 420                     | 402                    
14:26:42   | 495                     | 497                     | 472                    
14:26:43   | 567                     | 574                     | 561                    
14:26:44   | 649                     | 651                     | 645                    
14:26:45   | 729                     | 729                     | 711                    
14:26:46   | 802                     | 805                     | 793                    
14:26:47   | 871                     | 880                     | 860                    
14:26:48   | 954                     | 955                     | 927                    
14:26:49   | 1026                    | 1031                    | 1017                   
14:26:50   | 1104                    | 1106                    | 1102                   
14:26:51   | 1174                    | 1179                    | 1160                   
14:26:52   | 1256                    | 1255                    | 1234                   
14:26:53   | 1326                    | 1331                    | 1316                   
14:26:54   | 1403                    | 1406                    | 1387                   
14:26:55   | 1478                    | 1481                    | 1472                   
14:26:56   | 1556                    | 1557                    | 1549                   
14:26:57   | 1627                    | 1634                    | 1622                   
14:26:58   | 1708                    | 1712                    | 1686                   
14:26:59   | 1784                    | 1789                    | 1783                   
14:27:00   | 1863                    | 1865                    | 1848                   
14:27:01   | 1932                    | 1940                    | 1927                   
14:27:02   | 2013                    | 2014                    | 2010                   
14:27:03   | 2086                    | 2087                    | 2068                   
14:27:04   | 2164                    | 2163                    | 2143                   
14:27:05   | 2241                    | 2241                    | 2197                   
14:27:06   | 2317                    | 2318                    | 2258                   
14:27:07   | 2393                    | 2396                    | 2341                   
14:27:08   | 2474                    | 2475                    | 2405                   
14:27:09   | 2551                    | 2552                    | 2457                   
14:27:10   | 2626                    | 2628                    | 2536                   
14:27:11   | 2703                    | 2706                    | 2652                   
14:27:12   | 2777                    | 2779                    | 2708                   
14:27:13   | 2853                    | 2854                    | 2789                   
14:27:14   | 2928                    | 2929                    | 2848                   
14:27:15   | 3003                    | 3004                    | 2920                   
14:27:16   | 3075                    | 3078                    | 3021                   
14:27:17   | 3152                    | 3154                    | 3107                   
14:27:18   | 3226                    | 3231                    | 3169                   
14:27:19   | 3308                    | 3307                    | 3231                   
14:27:20   | 3383                    | 3385                    | 3293                   
14:27:21   | 3461                    | 3462                    | 3354                   
14:27:22   | 3535                    | 3538                    | 3424                   
14:27:23   | 3613                    | 3613                    | 3505                   
14:27:24   | 3689                    | 3689                    | 3568                   
14:27:25   | 3763                    | 3765                    | 3626                   
14:27:26   | 3841                    | 3841                    | 3727                   
14:27:27   | 3913                    | 3918                    | 3799                   
14:27:28   | 3995                    | 3996                    | 3878                   
14:27:29   | 4067                    | 4072                    | 3962                   
14:27:30   | 4149                    | 4149                    | 4041                   
14:27:31   | 4221                    | 4224                    | 4120                   
14:27:32   | 4298                    | 4301                    | 4221                   
14:27:33   | 4377                    | 4379                    | 4300                   
14:27:34   | 4408                    | 4410                    | 4347                   
