Timestamp  | Machine 0 (3 ticks/s)  | Machine 1 (1 ticks/s)  | Machine 2 (3 ticks/s) 
-------------------------------------------------------------------------------------------
14:31:48   | 0                      |                        | 0                     
14:31:49   | 0                      |                        |                       
14:31:50   | 0                      | 2                      |                       
14:31:51   | 0                      | 2                      |                       
14:31:52   | 0                      | 3                      | 0                     
14:31:53   |                        | 3                      | 0                     
14:31:54   | 0                      | 3                      |                       
14:31:55   |                        | 3                      |                       
14:31:56   | 0                      | 6                      |                       
14:31:57   |                        | 7                      | 0                     
14:31:58   | 0                      | 7                      |                       
14:31:59   |                        | 9                      | 0                     
14:32:00   |                        | 8                      | 0                     
14:32:01   |                        | 9                      | 0                     
14:32:02   | 0                      | 9                      | 0                     
14:32:03   |                        | 10                     | 0                     
14:32:04   |                        | 11                     | 0                     
14:32:05   | 0                      | 12                     | 0                     
14:32:06   |                        | 12                     |                       
14:32:07   | 0                      | 15                     |                       
14:32:08   | 0                      | 16                     | 0                     
14:32:09   |                        | 16                     |                       
14:32:10   | 0                      | 16                     | 0                     
14:32:11   | 0                      | 16                     |                       
14:32:12   |                        | 18                     | 0                     
14:32:13   |                        | 19                     | 0                     
14:32:14   |                        | 20                     | 0                     
14:32:15   |                        | 20                     | 0                     
14:32:16   |                        | 22                     | 0                     
14:32:17   |                        | 23                     | 0                     
14:32:18   |                        | 24                     | 0                     
14:32:19   |                        | 24                     | 0                     
14:32:20   | 0                      | 27                     |                       
14:32:21   | 0                      | 27                     |                       
14:32:22   | 0                      | 29                     |                       
14:32:23   | 0                      | 31                     |                       
14:32:24   |                        | 33                     | 0                     
14:32:25   |                        | 34                     | 0                     
14:32:26   | 0                      | 36                     |                       
14:32:27   | 0                      | 38                     | 0                     
14:32:28   | 0                      | 38                     |                       
14:32:29   |                        | 38                     |                       
14:32:30   | 0                      | 39                     |                       
14:32:31   | 0                      | 40                     | 0                     
14:32:32   | 0                      | 40                     |                       
14:32:33   | 0                      | 39                     |                       
14:32:34   | 0                      | 40                     |                       
14:32:35   | 0                      | 41                     | 0                     
14:32:36   |                        | 42                     | 0                     
14:32:37   | 0                      | 44                     | 0                     
14:32:38   |                        | 43                     | 0                     
14:32:39   |                        | 44                     | 0                     
14:32:40   | 0                      | 45                     |                       
14:32:41   | 0                      | 45                     | 0                     
14:32:42   |                        | 46                     | 0                     
14:32:43   |                        | 49                     | 0                     
14:32:44   |                        | 51                     | 0                     
14:32:45   |                        | 52                     | 0                     
