Timestamp  | Machine 0 (5 ticks/s)  | Machine 1 (2 ticks/s)  | Machine 2 (1 ticks/s) 
-------------------------------------------------------------------------------------------
13:31:01   |                        | 1                      |                       
13:31:02   |                        | 0                      | 2                     
13:31:03   |                        | 0                      | 3                     
13:31:04   |                        | 1                      | 3                     
13:31:05   |                        | 0                      | 4                     
13:31:06   | 0                      |                        | 4                     
13:31:07   |                        |                        | 4                     
13:31:08   | 0                      |                        | 4                     
13:31:09   |                        | 0                      | 4                     
13:31:10   |                        | 0                      | 5                     
13:31:11   |                        |                        | 5                     
13:31:12   |                        | 0                      | 6                     
13:31:13   |                        | 1                      | 5                     
13:31:14   |                        | 0                      | 6                     
13:31:15   |                        | 0                      | 9                     
13:31:16   | 0                      | 0                      | 9                     
13:31:17   | 0                      |                        | 9                     
13:31:18   |                        | 0                      | 10                    
13:31:19   | 0                      |                        | 9                     
13:31:20   |                        |                        | 10                    
13:31:21   |                        | 0                      | 10                    
13:31:22   | 0                      |                        | 10                    
13:31:23   |                        | 0                      | 11                    
13:31:24   | 0                      |                        | 11                    
13:31:25   |                        | 0                      | 11                    
13:31:26   |                        | 0                      | 10                    
13:31:27   |                        | 1                      | 9                     
13:31:28   |                        | 1                      | 10                    
13:31:29   |                        | 0                      | 9                     
13:31:30   | 0                      | 0                      | 9                     
13:31:31   |                        | 0                      | 9                     
13:31:32   |                        |                        | 8                     
13:31:33   |                        | 0                      | 9                     
13:31:34   |                        | 0                      | 8                     
13:31:35   |                        | 0                      | 7                     
13:31:36   |                        |                        | 7                     
13:31:37   |                        |                        | 8                     
13:31:38   | 0                      | 0                      | 7                     
13:31:39   |                        | 0                      | 8                     
13:31:40   |                        | 2                      | 8                     
13:31:41   |                        | 0                      | 7                     
13:31:42   | 0                      |                        | 6                     
13:31:43   |                        |                        | 5                     
13:31:44   |                        | 1                      | 7                     
13:31:45   |                        | 0                      | 6                     
13:31:46   |                        | 0                      | 6                     
13:31:47   |                        | 0                      | 7                     
13:31:48   |                        | 0                      | 8                     
13:31:49   |                        |                        | 7                     
13:31:50   |                        | 0                      | 6                     
13:31:51   |                        | 0                      | 6                     
13:31:52   | 0                      |                        | 6                     
13:31:53   | 0                      |                        | 7                     
13:31:54   |                        | 0                      | 6                     
13:31:55   |                        | 0                      | 6                     
13:31:56   |                        |                        | 7                     
13:31:57   |                        | 0                      | 6                     
13:31:58   |                        | 0                      |                       
