Timestamp  | Machine 0 (96 ticks/s)  | Machine 1 (36 ticks/s)  | Machine 2 (39 ticks/s) 
----------------------------------------------------------------------------------------------
11:49:13   | 55                      | 48                      | 48                     
11:49:14   | 139                     | 135                     | 135                    
11:49:15   | 221                     | 216                     | 216                    
11:49:16   | 303                     | 300                     | 301                    
11:49:17   | 385                     | 380                     | 384                    
11:49:18   | 468                     | 454                     | 455                    
11:49:19   | 550                     | 543                     | 547                    
11:49:20   | 633                     | 627                     | 627                    
11:49:21   | 717                     | 711                     | 709                    
11:49:22   | 800                     | 797                     | 795                    
11:49:23   | 881                     | 877                     | 878                    
11:49:24   | 964                     | 953                     | 953                    
11:49:25   | 1046                    | 1043                    | 1044                   
11:49:26   | 1128                    | 1125                    | 1125                   
11:49:27   | 1211                    | 1210                    | 1205                   
11:49:28   | 1293                    | 1288                    | 1290                   
11:49:29   | 1375                    | 1365                    | 1372                   
11:49:30   | 1457                    | 1455                    | 1452                   
11:49:31   | 1540                    | 1538                    | 1538                   
11:49:32   | 1624                    | 1622                    | 1622                   
11:49:33   | 1705                    | 1703                    | 1703                   
11:49:34   | 1788                    | 1788                    | 1785                   
11:49:35   | 1869                    | 1865                    | 1864                   
11:49:36   | 1951                    | 1948                    | 1948                   
11:49:37   | 2033                    | 2023                    | 2030                   
11:49:38   | 2115                    | 2110                    | 2111                   
11:49:39   | 2196                    | 2194                    | 2190                   
11:49:40   | 2279                    | 2277                    | 2274                   
11:49:41   | 2361                    | 2359                    | 2360                   
11:49:42   | 2443                    | 2441                    | 2440                   
11:49:43   | 2523                    | 2514                    | 2522                   
11:49:44   | 2595                    | 2587                    | 2595                   
11:49:45   | 2677                    | 2667                    | 2666                   
11:49:46   | 2751                    | 2747                    | 2749                   
11:49:47   | 2832                    | 2830                    | 2829                   
11:49:48   | 2914                    | 2906                    | 2906                   
11:49:49   | 2996                    | 2993                    | 2995                   
11:49:50   | 3078                    | 3078                    | 3076                   
11:49:51   | 3162                    | 3158                    | 3158                   
11:49:52   | 3244                    | 3241                    | 3240                   
11:49:53   | 3328                    | 3326                    | 3325                   
11:49:54   | 3410                    | 3408                    | 3409                   
11:49:55   | 3491                    | 3487                    | 3487                   
11:49:56   | 3574                    | 3568                    | 3570                   
11:49:57   | 3657                    | 3655                    | 3655                   
11:49:58   | 3739                    | 3718                    | 3728                   
11:49:59   | 3822                    | 3814                    | 3815                   
11:50:00   | 3906                    | 3897                    | 3905                   
11:50:01   | 3987                    | 3977                    | 3981                   
11:50:02   | 4069                    | 4064                    | 4068                   
11:50:03   | 4150                    | 4149                    | 4145                   
11:50:04   | 4229                    | 4222                    | 4225                   
11:50:05   | 4306                    | 4296                    | 4296                   
11:50:06   | 4390                    | 4386                    | 4382                   
11:50:07   | 4473                    | 4470                    | 4471                   
11:50:08   | 4554                    | 4550                    | 4551                   
11:50:09   | 4637                    | 4629                    | 4633                   
11:50:10   | 4718                    | 4716                    | 4717                   
11:50:11   | 4745                    | 4742                    | 4737                   
