Timestamp  | Machine 0 (5 ticks/s)  | Machine 1 (1 ticks/s)  | Machine 2 (3 ticks/s) 
-------------------------------------------------------------------------------------------
13:50:17   | 0                      | 2                      | 0                     
13:50:18   |                        | 3                      | 0                     
13:50:19   |                        | 2                      | 0                     
13:50:20   | 0                      | 2                      |                       
13:50:21   | 0                      | 2                      | 0                     
13:50:22   |                        | 2                      | 0                     
13:50:23   |                        | 2                      | 0                     
13:50:24   |                        | 4                      | 0                     
13:50:25   |                        | 3                      |                       
13:50:26   |                        | 3                      | 0                     
13:50:27   |                        | 3                      | 0                     
13:50:28   |                        | 2                      |                       
13:50:29   |                        | 1                      | 1                     
13:50:30   |                        | 0                      | 0                     
13:50:31   | 0                      | 0                      | 0                     
13:50:32   | 0                      |                        |                       
13:50:33   | 0                      | 0                      |                       
13:50:34   |                        |                        | 0                     
13:50:35   | 0                      | 0                      | 0                     
13:50:36   | 0                      | 0                      |                       
13:50:37   |                        | 0                      | 1                     
13:50:38   | 0                      | 0                      | 0                     
13:50:39   |                        |                        | 0                     
13:50:40   | 0                      | 1                      | 0                     
13:50:41   |                        | 0                      |                       
13:50:42   |                        | 1                      | 1                     
13:50:43   |                        | 2                      | 1                     
13:50:44   |                        | 2                      | 0                     
13:50:45   | 0                      | 3                      | 0                     
13:50:46   |                        | 2                      |                       
13:50:47   |                        | 2                      |                       
13:50:48   |                        | 1                      |                       
13:50:49   | 0                      | 2                      | 1                     
13:50:50   |                        |                        | 1                     
13:50:51   |                        | 3                      | 0                     
13:50:52   |                        | 3                      | 0                     
13:50:53   |                        | 3                      | 0                     
13:50:54   |                        | 3                      | 0                     
13:50:55   | 0                      | 2                      |                       
13:50:56   |                        | 2                      |                       
13:50:57   | 0                      | 2                      |                       
13:50:58   |                        | 3                      | 0                     
13:50:59   |                        | 3                      | 0                     
13:51:00   |                        | 3                      | 1                     
13:51:01   |                        | 3                      | 0                     
13:51:02   |                        | 4                      | 0                     
13:51:03   |                        | 4                      | 0                     
13:51:04   | 0                      | 4                      |                       
13:51:05   |                        | 4                      | 0                     
13:51:06   |                        | 4                      |                       
13:51:07   |                        | 3                      | 0                     
13:51:08   |                        | 2                      |                       
13:51:09   | 0                      | 1                      | 0                     
13:51:10   |                        | 2                      |                       
13:51:11   |                        | 3                      | 0                     
13:51:12   |                        | 2                      | 0                     
13:51:13   | 0                      | 2                      | 0                     
13:51:14   |                        | 3                      |                       
