Timestamp  | Machine 0 (3 ticks/s)  | Machine 1 (3 ticks/s)  | Machine 2 (3 ticks/s) 
-------------------------------------------------------------------------------------------
11:56:34   | 0                      |                        | 0                     
11:56:35   | 0                      |                        | 1                     
11:56:36   | 0                      | 0                      | 0                     
11:56:37   | 0                      | 0                      | 0                     
11:56:38   | 1                      | 1                      |                       
11:56:39   | 0                      | 0                      | 0                     
11:56:40   | 0                      | 0                      | 0                     
11:56:41   | 0                      |                        | 0                     
11:56:42   |                        | 2                      | 0                     
11:56:43   | 0                      | 0                      |                       
11:56:44   |                        | 0                      | 0                     
11:56:45   |                        | 0                      | 0                     
11:56:46   | 0                      | 0                      | 0                     
11:56:47   | 0                      | 0                      |                       
11:56:48   | 0                      |                        | 0                     
11:56:49   | 0                      | 0                      | 0                     
11:56:50   | 0                      | 0                      | 1                     
11:56:51   |                        |                        | 0                     
11:56:52   |                        | 0                      | 0                     
11:56:53   | 1                      | 0                      |                       
11:56:54   | 0                      | 0                      | 0                     
11:56:55   | 0                      |                        | 0                     
11:56:56   | 0                      | 0                      | 0                     
11:56:57   | 0                      | 0                      | 0                     
11:56:58   | 0                      | 0                      | 0                     
11:56:59   |                        | 0                      | 0                     
11:57:00   |                        |                        | 0                     
11:57:01   | 0                      | 0                      |                       
11:57:02   | 0                      |                        | 0                     
11:57:03   | 0                      | 0                      |                       
11:57:04   | 0                      | 3                      | 0                     
11:57:05   |                        | 0                      | 0                     
11:57:06   | 0                      | 0                      | 0                     
11:57:07   | 0                      | 0                      | 0                     
11:57:08   | 0                      |                        | 0                     
11:57:09   | 0                      | 1                      | 0                     
11:57:10   |                        | 0                      | 0                     
11:57:11   | 0                      |                        | 0                     
11:57:12   | 0                      | 0                      | 0                     
11:57:13   | 0                      | 0                      |                       
11:57:14   | 0                      | 0                      |                       
11:57:15   | 0                      |                        | 0                     
11:57:16   | 0                      | 0                      | 0                     
11:57:17   | 0                      | 0                      | 0                     
11:57:18   | 0                      | 0                      | 1                     
11:57:19   |                        | 0                      | 0                     
11:57:20   | 0                      | 0                      |                       
11:57:21   | 0                      | 0                      | 0                     
11:57:22   | 0                      | 0                      | 1                     
11:57:23   | 0                      |                        | 0                     
11:57:24   | 0                      | 0                      |                       
11:57:25   | 0                      | 0                      |                       
11:57:26   | 0                      |                        | 0                     
11:57:27   | 0                      |                        |                       
11:57:28   | 0                      | 0                      | 0                     
11:57:29   | 1                      |                        | 0                     
11:57:30   | 0                      | 0                      | 0                     
11:57:31   |                        | 0                      | 0                     
11:57:32   | 1                      |                        |                       
