Timestamp  | Machine 0 (54 ticks/s)  | Machine 1 (91 ticks/s)  | Machine 2 (23 ticks/s) 
----------------------------------------------------------------------------------------------
14:26:36   | 0                       | 0                       | 3                      
14:26:37   | 0                       | 0                       | 7                      
14:26:38   | 0                       | 0                       | 0                      
14:26:39   | 1                       | 0                       | 0                      
14:26:40   | 0                       | 0                       | 2                      
14:26:41   | 0                       | 0                       | 5                      
14:26:42   | 0                       | 0                       | 7                      
14:26:43   | 0                       | 0                       | 1                      
14:26:44   | 0                       | 0                       | 2                      
14:26:45   | 0                       | 0                       | 7                      
14:26:46   | 0                       | 0                       | 1                      
14:26:47   | 0                       | 0                       | 6                      
14:26:48   | 0                       | 0                       | 6                      
14:26:49   | 0                       | 0                       | 2                      
14:26:50   | 0                       | 0                       | 1                      
14:26:51   | 0                       | 0                       | 7                      
14:26:52   | 0                       | 0                       | 4                      
14:26:53   | 0                       | 0                       | 5                      
14:26:54   | 0                       | 0                       | 3                      
14:26:55   | 0                       | 0                       | 1                      
14:26:56   | 0                       | 0                       | 2                      
14:26:57   | 0                       | 0                       | 3                      
14:26:58   | 0                       | 0                       | 4                      
14:26:59   | 0                       | 0                       | 0                      
14:27:00   | 0                       | 0                       | 7                      
14:27:01   | 0                       | 0                       | 5                      
14:27:02   | 0                       | 0                       | 0                      
14:27:03   | 0                       | 0                       | 6                      
14:27:04   | 0                       | 0                       | 6                      
14:27:05   | 0                       | 0                       | 14                     
14:27:06   | 0                       | 0                       | 15                     
14:27:07   | 0                       | 0                       | 17                     
14:27:08   | 0                       | 0                       | 25                     
14:27:09   | 1                       | 0                       | 22                     
14:27:10   | 0                       | 0                       | 16                     
14:27:11   | 0                       | 0                       | 18                     
14:27:12   | 0                       | 0                       | 17                     
14:27:13   | 0                       | 0                       | 22                     
14:27:14   | 0                       | 0                       | 23                     
14:27:15   | 0                       | 0                       | 18                     
14:27:16   | 0                       | 0                       | 12                     
14:27:17   | 0                       | 0                       | 14                     
14:27:18   | 0                       | 0                       | 21                     
14:27:19   | 0                       | 0                       | 26                     
14:27:20   | 0                       | 0                       | 32                     
14:27:21   | 0                       | 0                       | 31                     
14:27:22   | 0                       | 0                       | 33                     
14:27:23   | 0                       | 0                       | 36                     
14:27:24   | 0                       | 0                       | 36                     
14:27:25   | 0                       | 0                       | 32                     
14:27:26   | 0                       | 0                       | 28                     
14:27:27   | 0                       | 0                       | 32                     
14:27:28   | 0                       | 0                       | 31                     
14:27:29   | 0                       | 0                       | 26                     
14:27:30   | 0                       | 0                       | 30                     
14:27:31   | 0                       | 0                       | 21                     
14:27:32   | 0                       | 0                       | 21                     
14:27:33   | 0                       | 0                       | 15                     
14:27:34   | 0                       | 0                       | 13                     
