Timestamp  | Machine 0 (6 ticks/s)  | Machine 1 (2 ticks/s)  | Machine 2 (4 ticks/s) 
-------------------------------------------------------------------------------------------
11:59:20   | 2                      | 1                      | 1                     
11:59:21   | 8                      | 3                      | 5                     
11:59:22   | 14                     | 5                      | 9                     
11:59:23   | 20                     | 7                      | 13                    
11:59:24   | 25                     | 9                      | 17                    
11:59:25   | 31                     | 19                     | 21                    
11:59:26   | 37                     | 21                     | 25                    
11:59:27   | 43                     | 23                     | 29                    
11:59:28   | 49                     | 25                     | 33                    
11:59:29   | 55                     | 27                     | 37                    
11:59:30   | 61                     | 29                     | 41                    
11:59:31   | 67                     | 31                     | 45                    
11:59:32   | 72                     | 48                     | 49                    
11:59:33   | 78                     | 50                     | 53                    
11:59:34   | 84                     | 52                     | 57                    
11:59:35   | 90                     | 54                     | 61                    
11:59:36   | 96                     | 56                     | 65                    
11:59:37   | 102                    | 58                     | 69                    
11:59:38   | 108                    | 60                     | 72                    
11:59:39   | 114                    | 62                     | 76                    
11:59:40   | 120                    | 64                     | 80                    
11:59:41   | 125                    | 66                     | 84                    
11:59:42   | 131                    | 68                     | 88                    
11:59:43   | 137                    | 70                     | 92                    
11:59:44   | 143                    | 72                     | 96                    
11:59:45   | 149                    | 74                     | 147                   
11:59:46   | 155                    | 76                     | 151                   
11:59:47   | 161                    | 78                     | 155                   
11:59:48   | 167                    | 80                     | 159                   
11:59:49   | 173                    | 82                     | 163                   
11:59:50   | 179                    | 84                     | 167                   
11:59:51   | 184                    | 181                    | 171                   
11:59:52   | 190                    | 183                    | 175                   
11:59:53   | 196                    | 185                    | 179                   
11:59:54   | 202                    | 187                    | 200                   
11:59:55   | 208                    | 189                    | 204                   
11:59:56   | 214                    | 212                    | 208                   
11:59:57   | 220                    | 214                    | 212                   
11:59:58   | 226                    | 216                    | 224                   
11:59:59   | 232                    | 225                    | 230                   
12:00:00   | 237                    | 226                    | 234                   
12:00:01   | 243                    | 228                    | 238                   
12:00:02   | 249                    | 230                    | 242                   
12:00:03   | 255                    | 232                    | 246                   
12:00:04   | 261                    | 234                    | 250                   
12:00:05   | 267                    | 236                    | 254                   
12:00:06   | 273                    | 238                    | 258                   
12:00:07   | 279                    | 240                    | 262                   
12:00:08   | 285                    | 242                    | 266                   
12:00:09   | 290                    | 244                    | 270                   
12:00:10   | 296                    | 246                    | 274                   
12:00:11   | 302                    | 248                    | 278                   
12:00:12   | 308                    | 280                    | 282                   
12:00:13   | 314                    | 282                    | 286                   
12:00:14   | 320                    | 284                    | 290                   
12:00:15   | 326                    | 286                    | 294                   
12:00:16   | 332                    | 288                    | 298                   
12:00:17   | 337                    | 290                    | 302                   
12:00:18   | 342                    | 292                    | 305                   
