Timestamp  | Machine 0 (2 ticks/s)  | Machine 1 (4 ticks/s)  | Machine 2 (6 ticks/s) 
-------------------------------------------------------------------------------------------
01:23:26   | 2                      | 0                      | 0                     
01:23:27   | 2                      | 0                      | 0                     
01:23:28   | 5                      | 0                      | 0                     
01:23:29   | 9                      | 0                      |                       
01:23:30   | 11                     | 0                      |                       
01:23:31   | 12                     | 0                      | 0                     
01:23:32   | 12                     | 0                      | 0                     
01:23:33   | 16                     | 0                      | 0                     
01:23:34   | 19                     |                        | 0                     
01:23:35   | 20                     |                        | 0                     
01:23:36   | 19                     | 0                      |                       
01:23:37   | 20                     | 0                      |                       
01:23:38   | 22                     |                        | 0                     
01:23:39   | 24                     | 0                      | 0                     
01:23:40   | 25                     | 0                      |                       
01:23:41   | 27                     | 1                      | 0                     
01:23:42   | 29                     | 0                      |                       
01:23:43   | 29                     | 0                      | 0                     
01:23:44   | 31                     | 1                      | 0                     
01:23:45   | 33                     | 0                      |                       
01:23:46   | 33                     | 0                      | 0                     
01:23:47   | 35                     | 0                      | 0                     
01:23:48   | 38                     | 0                      | 0                     
01:23:49   | 39                     |                        | 0                     
01:23:50   | 40                     | 0                      |                       
01:23:51   | 44                     | 0                      | 0                     
01:23:52   | 44                     | 0                      | 0                     
01:23:53   | 44                     | 1                      |                       
01:23:54   | 46                     | 1                      |                       
01:23:55   | 47                     | 1                      |                       
01:23:56   | 48                     | 0                      |                       
01:23:57   | 50                     | 0                      |                       
01:23:58   | 53                     | 0                      |                       
01:23:59   | 55                     | 0                      | 0                     
01:24:00   | 57                     | 0                      |                       
01:24:01   | 57                     | 0                      | 0                     
01:24:02   | 61                     | 0                      | 0                     
01:24:03   | 61                     | 0                      | 0                     
01:24:04   | 63                     |                        | 0                     
01:24:05   | 63                     | 0                      | 0                     
01:24:06   | 66                     | 0                      | 0                     
01:24:07   | 66                     | 0                      | 0                     
01:24:08   | 68                     | 0                      | 0                     
01:24:09   | 69                     | 1                      |                       
01:24:10   | 69                     | 2                      |                       
01:24:11   | 69                     | 2                      |                       
01:24:12   | 71                     | 0                      | 0                     
01:24:13   | 72                     |                        | 0                     
01:24:14   | 73                     | 0                      | 0                     
01:24:15   | 76                     | 0                      |                       
01:24:16   | 79                     | 0                      | 0                     
01:24:17   | 83                     | 1                      |                       
01:24:18   | 85                     | 0                      |                       
01:24:19   | 84                     | 1                      |                       
01:24:20   | 86                     | 1                      |                       
01:24:21   | 89                     | 0                      |                       
01:24:22   | 91                     |                        | 0                     
01:24:23   | 91                     | 1                      |                       
