Timestamp  | Machine 0 (1 ticks/s)  | Machine 1 (1 ticks/s)  | Machine 2 (2 ticks/s) 
-------------------------------------------------------------------------------------------
01:08:05   | 1                      | 1                      | 1                     
01:08:06   | 2                      | 2                      | 3                     
01:08:07   | 3                      | 3                      | 5                     
01:08:08   | 4                      | 4                      | 7                     
01:08:09   | 7                      | 7                      | 9                     
01:08:10   | 8                      | 8                      | 11                    
01:08:11   | 9                      | 9                      | 13                    
01:08:12   | 11                     | 11                     | 15                    
01:08:13   | 12                     | 15                     | 17                    
01:08:14   | 13                     | 16                     | 19                    
01:08:15   | 20                     | 20                     | 21                    
01:08:16   | 21                     | 21                     | 23                    
01:08:17   | 23                     | 23                     | 25                    
01:08:18   | 24                     | 24                     | 27                    
01:08:19   | 27                     | 27                     | 29                    
01:08:20   | 29                     | 29                     | 31                    
01:08:21   | 30                     | 30                     | 33                    
01:08:22   | 31                     | 31                     | 34                    
01:08:23   | 35                     | 36                     | 36                    
01:08:24   | 38                     | 37                     | 38                    
01:08:25   | 40                     | 38                     | 40                    
01:08:26   | 41                     | 39                     | 42                    
01:08:27   | 42                     | 40                     | 44                    
01:08:28   | 43                     | 41                     | 46                    
01:08:29   | 48                     | 47                     | 48                    
01:08:30   | 49                     | 48                     | 50                    
01:08:31   | 52                     | 52                     | 52                    
01:08:32   | 53                     | 53                     | 54                    
01:08:33   | 54                     | 54                     | 56                    
01:08:34   | 55                     | 55                     | 58                    
01:08:35   | 58                     | 59                     | 60                    
01:08:36   | 59                     | 60                     | 62                    
01:08:37   | 60                     | 61                     | 64                    
01:08:38   | 61                     | 66                     | 66                    
01:08:39   | 67                     | 67                     | 68                    
01:08:40   | 68                     | 68                     | 70                    
01:08:41   |                        | 69                     | 72                    
01:08:42   | 69                     | 70                     | 74                    
01:08:43   | 70                     |                        | 76                    
01:08:44   | 76                     | 71                     | 78                    
01:08:45   | 77                     | 77                     | 80                    
01:08:46   | 78                     | 78                     | 82                    
01:08:47   | 80                     | 79                     | 84                    
01:08:48   | 81                     | 80                     | 86                    
01:08:49   | 82                     | 81                     | 88                    
01:08:50   | 87                     | 87                     | 90                    
01:08:51   | 88                     | 89                     | 92                    
01:08:52   | 92                     | 92                     | 94                    
01:08:53   | 93                     | 93                     | 96                    
01:08:54   | 94                     | 94                     | 98                    
01:08:55   | 97                     | 95                     | 100                   
01:08:56   | 98                     | 96                     | 102                   
01:08:57   | 99                     | 97                     | 104                   
01:08:58   | 103                    | 103                    | 106                   
01:08:59   | 104                    | 104                    | 108                   
01:09:00   | 108                    | 105                    | 110                   
01:09:01   | 109                    | 106                    | 112                   
01:09:02   | 110                    | 109                    | 114                   
01:09:03   | 114                    | 114                    | 116                   
