Timestamp  | Machine 0 (2 ticks/s)  | Machine 1 (4 ticks/s)  | Machine 2 (2 ticks/s) 
-------------------------------------------------------------------------------------------
01:41:02   | 1                      | 2                      | 1                     
01:41:03   | 3                      | 6                      | 3                     
01:41:04   | 5                      | 10                     | 8                     
01:41:05   | 10                     | 13                     | 11                    
01:41:06   | 14                     | 17                     | 15                    
01:41:07   | 16                     | 21                     | 20                    
01:41:08   | 23                     | 25                     | 23                    
01:41:09   | 28                     | 29                     | 28                    
01:41:10   | 32                     | 33                     | 30                    
01:41:11   | 36                     | 37                     | 35                    
01:41:12   | 39                     | 41                     | 37                    
01:41:13   | 41                     | 45                     | 43                    
01:41:14   | 43                     | 49                     | 45                    
01:41:15   | 48                     | 53                     | 51                    
01:41:16   | 50                     | 57                     | 54                    
01:41:17   | 55                     | 61                     | 56                    
01:41:18   | 57                     | 65                     | 63                    
01:41:19   | 59                     | 69                     | 67                    
01:41:20   | 61                     | 72                     | 72                    
01:41:21   | 63                     | 76                     | 74                    
01:41:22   | 69                     | 80                     | 78                    
01:41:23   | 71                     | 84                     | 82                    
01:41:24   | 76                     | 88                     | 84                    
01:41:25   | 79                     | 92                     | 86                    
01:41:26   | 84                     | 96                     | 96                    
01:41:27   | 88                     | 100                    | 100                   
01:41:28   | 92                     | 104                    | 102                   
01:41:29   | 94                     | 108                    | 104                   
01:41:30   | 96                     | 112                    | 106                   
01:41:31   | 103                    | 116                    | 112                   
01:41:32   | 105                    | 120                    | 119                   
01:41:33   | 107                    | 124                    | 123                   
01:41:34   | 111                    | 128                    | 127                   
01:41:35   | 123                    | 131                    | 129                   
01:41:36   | 125                    | 135                    | 132                   
01:41:37   | 128                    | 139                    | 134                   
01:41:38   | 134                    | 143                    | 137                   
01:41:39   | 136                    | 147                    | 140                   
01:41:40   | 139                    | 151                    | 144                   
01:41:41   | 140                    | 155                    | 147                   
01:41:42   | 144                    | 159                    | 149                   
01:41:43   | 146                    | 163                    | 152                   
01:41:44   | 151                    | 167                    | 154                   
01:41:45   | 155                    | 171                    | 158                   
01:41:46   | 159                    | 175                    | 160                   
01:41:47   | 161                    | 179                    | 165                   
01:41:48   | 170                    | 183                    | 170                   
01:41:49   | 184                    | 187                    | 173                   
01:41:50   | 189                    | 191                    | 176                   
01:41:51   | 191                    | 195                    | 179                   
01:41:52   | 194                    | 198                    | 182                   
01:41:53   | 196                    | 202                    | 185                   
01:41:54   | 203                    | 206                    | 190                   
01:41:55   | 206                    | 210                    | 193                   
01:41:56   | 213                    | 214                    | 196                   
01:41:57   | 216                    | 218                    | 200                   
01:41:58   | 221                    | 222                    | 205                   
01:41:59   | 224                    | 226                    | 213                   
01:42:00   | 229                    | 229                    | 218                   
