Timestamp  | Machine 0 (6 ticks/s)  | Machine 1 (2 ticks/s)  | Machine 2 (1 ticks/s) 
-------------------------------------------------------------------------------------------
13:50:40   | 2                      | 1                      | 1                     
13:50:41   | 8                      | 4                      | 2                     
13:50:42   | 14                     | 6                      | 3                     
13:50:43   | 20                     | 17                     | 4                     
13:50:44   | 25                     | 21                     | 13                    
13:50:45   | 31                     | 31                     | 18                    
13:50:46   | 37                     | 35                     | 20                    
13:50:47   | 43                     | 40                     | 25                    
13:50:48   | 49                     | 49                     | 30                    
13:50:49   | 55                     | 54                     | 31                    
13:50:50   | 61                     | 60                     | 35                    
13:50:51   | 66                     | 62                     | 38                    
13:50:52   | 72                     | 70                     | 43                    
13:50:53   | 78                     | 77                     | 50                    
13:50:54   | 84                     | 82                     | 55                    
13:50:55   | 90                     | 84                     | 60                    
13:50:56   | 96                     | 86                     | 62                    
13:50:57   | 101                    | 102                    | 63                    
13:50:58   | 107                    | 104                    | 69                    
13:50:59   | 113                    | 112                    | 70                    
13:51:00   | 119                    | 117                    | 77                    
13:51:01   | 125                    | 121                    | 79                    
13:51:02   | 131                    | 127                    | 82                    
13:51:03   | 136                    | 130                    | 83                    
13:51:04   | 142                    | 135                    | 94                    
13:51:05   | 148                    | 145                    | 95                    
13:51:06   | 154                    | 152                    | 102                   
13:51:07   | 160                    | 160                    | 106                   
13:51:08   | 166                    | 161                    | 114                   
13:51:09   | 172                    | 168                    | 127                   
13:51:10   | 177                    | 176                    | 128                   
13:51:11   | 183                    | 178                    | 135                   
13:51:12   | 189                    | 183                    | 136                   
13:51:13   | 195                    | 190                    | 138                   
13:51:14   | 201                    | 196                    | 140                   
13:51:15   | 207                    | 198                    | 143                   
13:51:16   | 213                    | 205                    | 145                   
13:51:17   | 218                    | 212                    | 146                   
13:51:18   | 224                    | 214                    | 159                   
13:51:19   | 230                    | 228                    | 160                   
13:51:20   | 236                    | 235                    | 168                   
13:51:21   | 242                    | 237                    | 184                   
13:51:22   | 248                    | 239                    | 185                   
13:51:23   | 254                    | 252                    | 194                   
13:51:24   | 259                    | 256                    | 197                   
13:51:25   | 265                    | 260                    | 202                   
13:51:26   | 271                    | 270                    | 209                   
13:51:27   | 277                    | 275                    | 226                   
13:51:28   | 283                    | 277                    | 227                   
13:51:29   | 289                    | 286                    | 228                   
13:51:30   | 295                    | 288                    | 235                   
13:51:31   | 300                    | 299                    | 238                   
13:51:32   | 306                    | 303                    | 248                   
13:51:33   | 312                    | 309                    | 255                   
13:51:34   | 318                    | 317                    | 256                   
13:51:35   | 324                    | 321                    | 257                   
13:51:36   | 330                    | 329                    | 260                   
13:51:37   | 336                    | 331                    | 264                   
13:51:38   | 340                    | 340                    |                       
